custid,retained,created,firstorder,lastorder,esent,eopenrate,eclickrate,avgorder,ordfreq,paperless,refill,doorstep,favday,city
T4RTT5,1,12/18/13,12/18/13,12/18/13,17,58.82352941,11.76470588,35,0,1,0,0,Wednesday,BLR
HRHFLF,1,12/18/13,12/18/13,12/18/13,7,42.85714286,28.57142857,29,0,1,0,0,Saturday,MAA
KV573J,1,12/18/13,12/18/13,12/18/13,19,26.31578947,10.52631579,31,0,1,0,0,Friday,MAA
ERPZ32,1,12/18/13,12/18/13,12/18/13,13,100,38.46153846,31,0,1,0,0,Friday,MAA
47B9KB,1,12/18/13,12/18/13,12/18/13,8,62.5,12.5,31,0,1,0,0,Friday,MAA
WRU6LF,1,12/18/13,12/18/13,12/18/13,19,15.78947368,5.263157895,35,0,1,0,0,Thursday,MAA
KR5TUP,0,12/18/13,12/18/13,12/18/13,18,27.77777778,16.66666667,35,0,1,0,0,Friday,MAA
CU4NQP,1,12/18/13,12/18/13,12/18/13,20,25,15,31,0,1,0,0,Monday,MAA
HRACMP,1,12/18/13,12/18/13,12/18/13,22,9.090909091,9.090909091,29,0,1,0,0,Monday,MAA
GFLDZC,1,12/18/13,12/18/13,12/18/13,21,19.04761905,9.523809524,35,0,1,0,0,Friday,MAA
M3PK9W,1,12/18/13,12/18/13,12/18/13,20,35,10,31,0,1,0,0,Friday,MAA
KTBDJV,1,12/18/13,12/18/13,12/18/13,17,58.82352941,17.64705882,31,0,1,0,0,Friday,MAA
HGY4X6,1,12/18/13,12/18/13,12/18/13,23,30.43478261,13.04347826,35,0,1,0,0,Monday,MAA
JM6SBQ,1,12/18/13,12/18/13,12/18/13,20,40,0,40.02,0,1,0,0,Monday,BOM
JY7AZ5,1,12/18/13,12/18/13,12/18/13,18,38.88888889,16.66666667,35,0,1,0,0,Saturday,MAA
9EA63X,1,12/18/13,12/19/13,12/19/13,9,22.22222222,0,58.64,0,1,0,0,Monday,BLR
G3DPTW,1,12/18/13,12/18/13,12/18/13,17,17.64705882,5.882352941,98.9,0,1,0,0,Wednesday,MAA
4HZKYR,1,12/18/13,1/12/14,1/19/14,18,44.44444444,16.66666667,110.57,0.285714286,1,0,0,Tuesday,BOM
D84834,1,12/18/13,12/18/13,12/18/13,20,25,0,46.28,0,1,0,0,Saturday,BLR
PSLM6U,1,12/18/13,12/18/13,12/18/13,19,0,0,63.79,0,1,0,0,Thursday,BOM
VYJTWQ,1,12/18/13,12/18/13,12/18/13,18,22.22222222,0,20.5,0,1,0,0,Thursday,BOM
7249HA,1,12/15/13,12/19/13,12/19/13,20,10,10,40.02,0,1,0,0,Friday,DEL
Y3YYMT,1,12/19/13,12/19/13,1/16/14,28,75,21.42857143,45.04,0.107142857,1,1,1,Friday,BOM
EXPCMB,1,12/10/13,12/19/13,12/19/13,15,33.33333333,13.33333333,40,0,1,1,0,Monday,MAA
HSAANM,1,12/19/13,1/5/14,1/13/14,17,64.70588235,35.29411765,48.78,0.25,1,0,0,Tuesday,BLR
DYLLLR,1,12/19/13,12/19/13,12/19/13,19,47.36842105,5.263157895,29,0,1,0,0,Friday,MAA
YYCE4U,1,12/19/13,12/19/13,1/20/14,16,6.25,6.25,71.33,0.0625,1,0,0,Tuesday,DEL
FKZMME,1,12/19/13,12/19/13,12/19/13,20,5,5,29,0,1,0,0,Friday,MAA
FFUK4E,1,12/19/13,12/19/13,1/16/14,28,21.42857143,14.28571429,37.68,0.142857143,1,1,1,Friday,MAA
8HQMMQ,1,12/19/13,12/19/13,12/19/13,17,64.70588235,23.52941176,31,0,1,0,0,Friday,MAA
ANE2WV,1,12/19/13,12/19/13,12/19/13,20,40,10,40,0,1,0,1,Thursday,MAA
ENYL8C,1,12/19/13,12/30/13,12/30/13,16,25,6.25,58.78,0,1,0,0,Wednesday,BOM
B6R8N5,1,12/19/13,12/19/13,12/19/13,20,5,5,31.02,0,1,0,0,Friday,DEL
BKK63M,1,12/19/13,12/19/13,12/19/13,20,10,0,35.02,0,1,0,0,Friday,DEL
32AR2G,1,12/19/13,12/19/13,12/19/13,17,29.41176471,0,35.02,0,1,0,0,Thursday,MAA
HVFMKG,1,12/19/13,12/19/13,12/19/13,18,44.44444444,5.555555556,35,0,1,0,0,Saturday,BLR
ZBEMDN,1,12/19/13,12/19/13,12/19/13,20,30,5,35,0,1,0,0,Friday,MAA
VXZTGL,1,12/19/13,12/19/13,12/19/13,24,16.66666667,12.5,35,0,1,0,0,Monday,MAA
NN3VZM,1,12/19/13,12/19/13,12/19/13,16,31.25,18.75,31.21,0,1,0,0,Friday,MAA
S43YPN,1,12/19/13,12/19/13,12/19/13,20,30,0,36.97,0,1,0,1,Friday,MAA
V9YLS8,1,12/19/13,12/19/13,12/19/13,21,4.761904762,4.761904762,31,0,1,0,0,Monday,MAA
FPM9JM,1,12/19/13,12/19/13,12/19/13,15,26.66666667,13.33333333,91.16,0,1,0,0,Friday,BOM
88RPDX,1,12/19/13,12/19/13,12/19/13,21,19.04761905,9.523809524,40.02,0,1,0,0,Monday,BOM
ZNSC7N,1,12/19/13,12/19/13,12/19/13,7,100,14.28571429,40,0,1,0,1,Thursday,MAA
ZB39XL,1,12/19/13,12/19/13,12/19/13,18,77.77777778,5.555555556,29,0,1,0,0,Saturday,BLR
55VKZP,1,12/19/13,12/19/13,12/19/13,21,38.0952381,19.04761905,35.02,0,1,0,0,Friday,DEL
KDX9RG,1,12/19/13,12/19/13,12/19/13,19,10.52631579,5.263157895,36.95,0,1,1,0,Monday,BLR
N98248,1,12/19/13,12/19/13,1/9/14,21,28.57142857,19.04761905,65.07,0.095238095,1,0,0,Saturday,BLR
XAGAX3,1,12/19/13,12/19/13,12/19/13,16,37.5,25,35,0,1,0,0,Thursday,MAA
MVSERG,1,12/19/13,12/19/13,12/19/13,19,73.68421053,10.52631579,35,0,1,0,0,Monday,BLR
8R4NKC,1,12/19/13,12/19/13,12/19/13,15,80,6.666666667,31,0,1,0,0,Thursday,MAA
H9TPA7,1,12/19/13,12/19/13,12/19/13,17,76.47058824,23.52941176,35,0,1,0,0,Thursday,BLR
N63SJR,1,12/19/13,12/19/13,12/19/13,23,4.347826087,4.347826087,35,0,1,0,0,Friday,MAA
RYBE2B,1,12/19/13,12/19/13,1/16/14,22,31.81818182,27.27272727,48.31,0.107142857,1,0,0,Friday,BOM
CPCTBA,1,12/19/13,12/19/13,12/19/13,19,68.42105263,0,35,0,1,0,0,Saturday,BLR
DZ39P3,1,12/19/13,12/19/13,1/16/14,21,38.0952381,23.80952381,35.01,0.071428571,1,0,0,Thursday,MAA
GTSQQE,1,12/19/13,12/26/13,12/26/13,16,68.75,12.5,40.02,0,1,1,0,Thursday,DEL
5NPUHZ,1,12/19/13,12/19/13,12/19/13,21,23.80952381,9.523809524,31,0,1,0,0,Saturday,BLR
WCGTYH,1,12/19/13,12/19/13,12/19/13,13,84.61538462,15.38461538,35,0,1,0,0,Tuesday,MAA
CW2RDC,1,12/19/13,12/19/13,12/19/13,15,60,13.33333333,35,0,1,0,0,Friday,MAA
2YYY8P,1,12/19/13,12/19/13,1/18/14,26,65.38461538,38.46153846,76.04,0.133333333,1,0,0,Saturday,BLR
NNYLJZ,1,12/19/13,12/19/13,12/19/13,8,25,0,40,0,1,0,1,Saturday,MAA
RHCVZV,1,12/19/13,12/19/13,12/19/13,18,44.44444444,0,35,0,1,0,0,Thursday,BLR
7MRB2P,1,12/19/13,12/19/13,1/19/14,28,100,3.571428571,87.79,0.161290323,1,0,0,Monday,BOM
F35FGG,1,12/19/13,12/19/13,12/19/13,17,35.29411765,17.64705882,35,0,1,0,0,Monday,MAA
4HM44N,1,12/19/13,12/19/13,12/19/13,14,85.71428571,21.42857143,31,0,1,0,0,Thursday,MAA
AH42DE,1,12/19/13,12/19/13,1/20/14,15,40,0,139.4,0.09375,1,0,0,Saturday,BLR
WK8XLA,1,12/18/13,12/19/13,12/19/13,22,13.63636364,4.545454545,40.02,0,1,1,0,Friday,BOM
D64AD2,1,12/19/13,12/19/13,12/19/13,19,5.263157895,0,35.88,0,1,0,0,Friday,DEL
95F4C4,1,12/16/13,12/19/13,12/19/13,17,94.11764706,23.52941176,50.94,0,1,0,0,Saturday,BLR
VDTGMQ,1,12/19/13,12/19/13,12/19/13,7,85.71428571,14.28571429,40,0,1,0,0,Monday,MAA
Z7U75V,1,12/17/13,12/20/13,1/9/14,22,31.81818182,13.63636364,45.84,0.1,1,0,1,Monday,MAA
DBULAX,1,12/20/13,12/20/13,1/12/14,23,60.86956522,17.39130435,85.06,0.086956522,1,0,0,Thursday,MAA
Q5HT6M,1,12/20/13,12/20/13,12/20/13,22,50,0,49.27,0,1,0,0,Monday,BOM
6S6N8E,1,12/20/13,12/20/13,12/20/13,20,40,15,47.7,0,1,0,0,Tuesday,DEL
J5QSDB,1,12/20/13,12/20/13,12/20/13,19,5.263157895,5.263157895,40,0,1,0,0,Saturday,BLR
YHWL6U,1,12/20/13,12/20/13,12/20/13,18,33.33333333,5.555555556,54.66,0,1,0,0,Monday,BOM
CKTE2F,0,12/20/13,12/20/13,12/20/13,20,15,0,40.02,0,1,0,0,Monday,BOM
U6NWC7,1,12/20/13,12/20/13,12/20/13,10,90,20,31.02,0,1,0,0,Monday,DEL
35TBBG,1,12/20/13,12/20/13,12/20/13,21,23.80952381,14.28571429,35,0,1,0,0,Monday,MAA
6QDTBR,1,12/20/13,12/20/13,1/5/14,20,30,20,40.98,0.125,1,1,0,Monday,BOM
MC5NE6,1,12/20/13,12/20/13,12/20/13,22,4.545454545,4.545454545,35,0,1,0,0,Monday,MAA
DLPZW5,1,12/20/13,12/20/13,12/20/13,17,70.58823529,5.882352941,31,0,1,0,0,Thursday,MAA
A5KT27,1,11/21/13,12/20/13,12/20/13,20,0,0,40.02,0,1,0,0,Thursday,BOM
9CHDJ9,1,12/20/13,12/20/13,12/20/13,21,14.28571429,0,35,0,1,0,0,Monday,MAA
JFY9VA,0,12/5/13,12/20/13,12/20/13,4,75,25,40.02,0,1,0,0,Monday,MAA
BPUGZV,1,12/20/13,12/20/13,12/20/13,22,36.36363636,0,46.99,0,1,0,0,Monday,MAA
GERNX9,1,12/20/13,12/20/13,12/20/13,17,94.11764706,41.17647059,35,0,1,0,0,Saturday,MAA
6PYZQT,1,12/20/13,12/20/13,12/20/13,19,31.57894737,15.78947368,31,0,1,0,0,Thursday,MAA
BXJCJW,1,12/20/13,12/20/13,12/20/13,14,85.71428571,7.142857143,40,0,1,0,1,Friday,MAA
XJ8UJH,1,12/20/13,12/20/13,12/20/13,19,5.263157895,5.263157895,31,0,1,0,0,Friday,MAA
2R6G5X,1,12/20/13,12/20/13,12/20/13,19,26.31578947,10.52631579,29.02,0,1,0,0,Friday,DEL
3ZFPEQ,0,12/20/13,12/20/13,12/20/13,4,100,25,29,0,1,0,0,Thursday,MAA
V42E46,1,12/20/13,12/20/13,12/20/13,18,72.22222222,11.11111111,35,0,1,0,0,Monday,MAA
YWB7D4,1,12/20/13,12/20/13,12/20/13,15,46.66666667,20,35.21,0,1,0,0,Friday,MAA
NTEHXG,1,12/20/13,12/20/13,12/20/13,19,15.78947368,0,29.02,0,1,0,0,Monday,MAA
MXXRGM,1,12/20/13,12/20/13,12/20/13,10,90,10,31,0,1,0,0,Thursday,MAA
J52C75,1,12/20/13,12/20/13,12/20/13,15,20,13.33333333,35,0,1,0,0,Tuesday,MAA
QS996Q,1,12/20/13,12/20/13,12/20/13,21,9.523809524,4.761904762,35,0,1,0,0,Monday,MAA
K9K66L,1,12/20/13,12/20/13,12/20/13,18,5.555555556,5.555555556,31.02,0,1,0,0,Thursday,MAA
J4TF8B,1,12/20/13,12/20/13,12/20/13,19,0,0,35,0,1,0,0,Friday,MAA
WR635Q,1,12/20/13,12/20/13,12/20/13,19,84.21052632,10.52631579,29,0,1,0,0,Wednesday,MAA
ADPN2Y,1,12/20/13,12/22/13,12/22/13,20,15,5,39.95,0,1,0,0,Tuesday,MAA
4B7REK,1,12/20/13,12/20/13,12/20/13,19,5.263157895,0,35,0,1,0,0,Friday,MAA
XEBH2F,1,12/20/13,12/20/13,12/20/13,18,44.44444444,27.77777778,35,0,1,0,0,Monday,MAA
UGGQHL,1,12/20/13,12/20/13,12/20/13,19,10.52631579,5.263157895,31,0,1,0,0,Friday,MAA
XUQ4ZT,1,12/20/13,12/20/13,12/20/13,23,0,0,29,0,1,0,0,Friday,MAA
LJV2Q7,1,12/20/13,12/20/13,12/20/13,20,35,25,29.02,0,1,0,0,Friday,BOM
2ZHLGE,1,12/20/13,12/20/13,12/20/13,16,43.75,25,29,0,1,0,0,Wednesday,MAA
4ES8NU,1,12/20/13,12/20/13,12/20/13,20,5,0,35,0,1,0,0,Thursday,MAA
FAUY5W,1,12/20/13,12/20/13,12/20/13,13,69.23076923,7.692307692,40.02,0,1,1,0,Friday,BOM
K65NBY,1,12/20/13,12/20/13,12/20/13,17,41.17647059,11.76470588,35.02,0,1,0,0,Friday,DEL
LN597V,1,12/20/13,12/20/13,12/20/13,19,5.263157895,0,31.02,0,1,0,0,Friday,BOM
T39LFZ,1,12/20/13,12/20/13,12/20/13,18,22.22222222,0,35,0,1,0,0,Thursday,MAA
JYVG4E,1,12/20/13,12/20/13,12/20/13,17,88.23529412,35.29411765,35,0,1,0,0,Thursday,MAA
KVXZFH,1,12/20/13,12/20/13,12/20/13,11,18.18181818,9.090909091,31.02,0,1,0,0,Tuesday,MAA
2RGMKH,1,12/20/13,12/20/13,12/20/13,20,0,0,35,0,1,0,0,Tuesday,MAA
YVLBMA,1,12/20/13,12/20/13,12/20/13,19,26.31578947,5.263157895,31,0,1,0,0,Friday,MAA
L7X9ZE,1,12/20/13,12/20/13,12/20/13,20,65,40,31,0,1,0,0,Friday,BLR
SUCYE7,1,12/20/13,12/20/13,1/5/14,21,38.0952381,19.04761905,104.07,0.125,1,0,0,Monday,DEL
UQG2UV,1,12/20/13,12/22/13,1/15/14,23,52.17391304,26.08695652,165.08,0.166666667,1,0,0,Thursday,DEL
9NZJ94,1,12/20/13,12/20/13,12/20/13,6,50,16.66666667,40.02,0,0,0,0,Monday,BOM
2H9BFY,1,12/20/13,12/21/13,12/21/13,20,30,5,42.81,0,1,0,0,Thursday,BOM
T74X8Y,1,12/21/13,12/23/13,1/18/14,21,28.57142857,9.523809524,49.66,0.153846154,1,0,0,Monday,MAA
K8UFGR,1,12/12/13,12/22/13,1/2/14,21,0,0,42.8,0.181818182,1,0,1,Friday,MAA
QZH965,1,12/21/13,1/5/14,1/19/14,17,17.64705882,5.882352941,32.01,0.214285714,1,1,0,Monday,DEL
ERPNYG,1,12/21/13,12/21/13,12/21/13,17,76.47058824,11.76470588,35,0,1,0,0,Monday,MAA
QXL96E,1,12/21/13,12/21/13,12/21/13,17,64.70588235,11.76470588,29,0,1,0,0,Monday,MAA
BWDYZJ,1,12/21/13,12/21/13,12/21/13,14,50,21.42857143,35,0,1,0,0,Monday,MAA
NCBLCA,1,12/21/13,12/21/13,12/21/13,16,50,18.75,31,0,1,0,0,Friday,MAA
MQAMMJ,1,12/21/13,12/21/13,12/21/13,15,66.66666667,33.33333333,35.02,0,1,0,0,Monday,DEL
GCEUG7,1,12/21/13,12/26/13,12/26/13,19,26.31578947,21.05263158,50.91,0,1,0,0,Monday,MAA
2FTGVQ,1,12/21/13,12/21/13,1/2/14,21,57.14285714,28.57142857,159.42,0.166666667,1,0,0,Saturday,BLR
GSE3WP,1,12/21/13,12/21/13,12/21/13,16,56.25,25,29,0,1,0,0,Monday,BLR
AHXLHH,1,12/21/13,12/21/13,12/21/13,17,11.76470588,5.882352941,35.02,0,1,0,0,Friday,DEL
NSAZMY,1,12/21/13,12/21/13,1/17/14,24,45.83333333,0,83,0.148148148,1,0,1,Monday,MAA
L9W9P2,1,12/21/13,12/21/13,12/24/13,16,25,0,34.5,0.666666667,1,0,0,Saturday,MAA
QLBJWM,1,12/21/13,12/21/13,12/21/13,17,0,0,35,0,1,0,0,Saturday,MAA
JPL3B9,1,12/21/13,12/21/13,12/21/13,19,31.57894737,21.05263158,31,0,1,0,0,Tuesday,MAA
2CRJP6,1,12/21/13,12/21/13,12/21/13,17,64.70588235,35.29411765,35,0,1,0,0,Wednesday,BLR
TNDSRR,1,12/21/13,12/21/13,12/21/13,15,66.66666667,13.33333333,35,0,1,0,0,Thursday,MAA
WBXBSE,1,12/21/13,12/21/13,12/21/13,18,27.77777778,11.11111111,35,0,1,0,0,Saturday,BLR
VBD5SF,1,12/21/13,12/21/13,12/21/13,17,23.52941176,5.882352941,31.02,0,1,0,0,Thursday,DEL
EHLEB6,1,12/21/13,12/21/13,12/21/13,14,85.71428571,28.57142857,29.02,0,1,0,0,Thursday,MAA
6HRYN3,1,12/21/13,12/21/13,12/21/13,18,38.88888889,16.66666667,35,0,1,0,0,Monday,MAA
CSAG95,1,12/21/13,12/21/13,12/21/13,17,17.64705882,11.76470588,31,0,1,0,0,Friday,MAA
YND5XS,1,12/21/13,12/21/13,12/21/13,16,43.75,18.75,29,0,1,0,0,Monday,MAA
95HT36,1,12/21/13,12/21/13,1/15/14,21,38.0952381,33.33333333,38.57,0.12,1,0,0,Thursday,BLR
T8HGMD,1,12/21/13,12/21/13,12/21/13,12,100,8.333333333,31,0,1,0,0,Monday,MAA
DDUCAK,1,12/21/13,12/21/13,12/21/13,10,40,30,31,0,0,0,0,Saturday,MAA
SNX2QZ,1,12/21/13,12/21/13,12/21/13,16,18.75,6.25,29,0,1,0,0,Saturday,BLR
ZRENHM,1,12/21/13,12/21/13,12/21/13,17,29.41176471,5.882352941,35.02,0,1,0,0,Friday,DEL
5U29RD,1,12/21/13,12/21/13,12/21/13,18,33.33333333,16.66666667,35,0,1,0,0,Saturday,BLR
56UCEN,1,12/21/13,12/21/13,12/21/13,18,55.55555556,22.22222222,29,0,1,0,0,Monday,MAA
BWHERG,1,12/21/13,12/21/13,12/21/13,17,64.70588235,23.52941176,35,0,1,0,0,Saturday,BLR
CC2WHG,1,12/21/13,12/21/13,12/21/13,13,92.30769231,15.38461538,35.02,0,1,0,0,Wednesday,DEL
BJ74VL,1,12/21/13,12/21/13,12/21/13,19,10.52631579,5.263157895,42.54,0,1,0,0,Monday,BOM
4QCT4T,1,12/21/13,12/21/13,12/30/13,16,100,43.75,46.89,0.222222222,1,0,0,Friday,BLR
WKMLAJ,1,12/21/13,12/21/13,12/21/13,20,85,20,35,0,1,0,0,Monday,MAA
Y4UT68,1,12/21/13,12/21/13,1/18/14,18,16.66666667,16.66666667,47.61,0.071428571,1,0,0,Monday,BLR
RVGYEW,1,12/21/13,12/21/13,12/21/13,18,55.55555556,16.66666667,31,0,1,0,0,Monday,MAA
K6HRW2,1,12/21/13,12/21/13,12/21/13,19,21.05263158,5.263157895,31,0,1,0,0,Monday,BLR
4AG6BU,1,12/21/13,12/21/13,12/21/13,19,36.84210526,21.05263158,35,0,1,0,0,Friday,MAA
3PM2TN,1,12/21/13,12/21/13,12/21/13,17,23.52941176,11.76470588,35,0,1,0,0,Saturday,MAA
SCNQRZ,1,12/17/13,12/17/13,12/17/13,16,43.75,25,35,0,1,0,0,Friday,MAA
C6PLV4,1,12/21/13,12/21/13,12/21/13,17,0,0,35,0,1,0,0,Saturday,BLR
SHP452,1,12/21/13,12/24/13,12/24/13,16,93.75,18.75,40.2,0,1,0,0,Friday,BOM
MPTBG4,1,12/21/13,12/21/13,12/21/13,17,52.94117647,5.882352941,35,0,1,0,0,Saturday,BLR
Z84CYD,1,12/21/13,1/3/14,1/3/14,17,5.882352941,5.882352941,152.6,0,1,0,0,Wednesday,BOM
DBLUCM,1,12/21/13,12/21/13,12/21/13,13,84.61538462,15.38461538,31.02,0,1,0,0,Monday,MAA
MZ4JUF,1,12/21/13,12/21/13,12/21/13,15,26.66666667,20,35,0,1,0,0,Tuesday,MAA
JJ3353,1,12/21/13,12/21/13,12/21/13,14,21.42857143,7.142857143,29.02,0,1,0,0,Tuesday,MAA
528XFW,1,12/21/13,12/21/13,12/21/13,19,5.263157895,0,35,0,1,0,0,Monday,BLR
UBNASN,1,12/21/13,12/21/13,12/21/13,4,75,25,0,0,1,0,0,Friday,MAA
KMRZJ8,1,12/21/13,12/21/13,12/21/13,14,42.85714286,21.42857143,35.02,0,1,0,0,Friday,MAA
8BLU6J,1,12/21/13,12/21/13,12/21/13,16,81.25,25,29,0,1,0,0,Monday,MAA
HMJFTR,1,12/21/13,12/21/13,12/21/13,17,23.52941176,11.76470588,29,0,1,0,0,Saturday,DEL
DD37VG,1,12/8/13,12/30/13,12/30/13,17,70.58823529,17.64705882,56.24,0,1,1,1,Friday,MAA
64NQLR,1,12/21/13,1/7/14,1/13/14,16,43.75,31.25,85.86,0.333333333,1,0,0,Friday,MAA
545XAA,1,12/21/13,12/21/13,12/21/13,20,30,15,40.02,0,1,1,1,Monday,MAA
F8HXDM,1,12/21/13,12/21/13,12/21/13,17,41.17647059,17.64705882,92.25,0,1,0,0,Monday,BOM
3BCBKM,1,12/21/13,12/21/13,1/15/14,19,89.47368421,52.63157895,61.32,0.08,1,0,0,Monday,BOM
JXKF8F,1,12/16/13,12/26/13,1/9/14,19,5.263157895,0,148.67,0.142857143,1,0,0,Friday,DEL
LGTF62,1,12/22/13,12/22/13,12/22/13,20,0,0,40.02,0,1,0,1,Monday,MAA
G8XEKN,1,12/22/13,12/22/13,12/22/13,18,5.555555556,0,40.02,0,1,0,1,Monday,MAA
S9JUP5,1,12/22/13,12/22/13,12/22/13,19,5.263157895,0,97.12,0,1,0,0,Monday,DEL
R5EANN,1,12/22/13,12/22/13,1/12/14,21,33.33333333,9.523809524,41.11,0.095238095,1,1,0,Monday,DEL
E6G9AA,1,12/13/13,12/22/13,12/22/13,7,42.85714286,28.57142857,40,0,0,0,0,Monday,MAA
MEDRUR,1,12/22/13,12/22/13,12/22/13,18,44.44444444,5.555555556,40.02,0,1,0,0,Monday,MAA
3B6HU3,1,12/22/13,1/1/14,1/2/14,20,95,40,35.3,2,1,0,0,Thursday,BLR
FW3RRS,1,12/22/13,12/22/13,12/22/13,18,55.55555556,0,79.33,0,1,0,0,Thursday,DEL
E7SHC6,1,12/22/13,12/22/13,12/22/13,17,35.29411765,23.52941176,40.02,0,1,0,0,Monday,MAA
VH4VFX,1,12/22/13,12/22/13,12/22/13,18,22.22222222,5.555555556,40.02,0,1,0,0,Monday,DEL
AZD9RJ,1,12/22/13,12/22/13,12/22/13,16,50,6.25,36.97,0,1,1,0,Friday,BOM
MQGY55,1,12/22/13,12/22/13,12/22/13,13,38.46153846,7.692307692,31,0,1,0,0,Saturday,BLR
8WL2ZA,1,12/22/13,12/22/13,12/22/13,17,11.76470588,5.882352941,31,0,1,0,0,Saturday,BLR
MAHSZ9,1,12/22/13,12/22/13,12/22/13,19,31.57894737,26.31578947,40.2,0,1,0,0,Thursday,BOM
4PMRCY,1,12/22/13,12/22/13,12/22/13,14,71.42857143,21.42857143,40.02,0,1,0,0,Thursday,DEL
DLM3YR,1,12/22/13,12/22/13,12/22/13,20,35,5,88.52,0,1,0,0,Monday,DEL
K5QFMW,1,12/22/13,12/22/13,1/20/14,13,100,38.46153846,21.9,0.068965517,1,1,0,Tuesday,BOM
RGF98H,1,12/17/13,12/22/13,12/22/13,20,30,20,40.02,0,1,1,0,Monday,DEL
Y8RF7D,1,12/22/13,12/22/13,12/22/13,18,83.33333333,5.555555556,40.02,0,1,0,0,Monday,DEL
QN398Q,1,12/23/13,12/23/13,12/23/13,12,58.33333333,16.66666667,36.97,0,1,0,0,Monday,BOM
ZR9ECJ,1,12/23/13,12/23/13,12/23/13,12,66.66666667,0,40.02,0,1,0,0,Thursday,BOM
VJNZNC,1,12/23/13,12/23/13,12/23/13,19,0,0,86.95,0,1,0,0,Thursday,BOM
UHBPAU,1,12/23/13,12/26/13,1/16/14,22,63.63636364,9.090909091,59.94,0.19047619,1,0,0,Friday,BOM
R3HEDS,1,11/19/13,12/23/13,12/23/13,10,60,20,42.6,0,1,0,1,Thursday,BLR
E5KBTQ,1,12/23/13,12/23/13,1/15/14,20,100,40,44.47,0.173913043,1,0,0,Thursday,MAA
USLS4B,1,12/23/13,12/23/13,1/4/14,19,42.10526316,26.31578947,48.93,0.166666667,1,0,0,Monday,MAA
PGRXHY,1,12/23/13,12/23/13,12/23/13,17,35.29411765,29.41176471,31,0,1,0,0,Monday,MAA
P9HY94,1,12/23/13,12/23/13,12/23/13,17,52.94117647,0,52.17,0,1,0,0,Tuesday,BOM
4AXLNL,1,12/23/13,12/23/13,12/23/13,13,23.07692308,15.38461538,40,0,1,0,0,Saturday,BLR
AJJ3Q2,1,12/23/13,1/5/14,1/5/14,12,16.66666667,8.333333333,46.37,0,1,0,0,Monday,DEL
XT9MD3,1,12/23/13,12/31/13,1/20/14,15,26.66666667,6.666666667,36.41,0.1,1,1,1,Friday,MAA
8W9KJY,1,12/23/13,12/23/13,12/23/13,18,22.22222222,5.555555556,40.2,0,1,1,1,Thursday,BOM
AQFCCJ,1,12/23/13,1/1/14,1/20/14,18,11.11111111,5.555555556,79.97,0.157894737,1,0,0,Thursday,BLR
PZ3MZN,1,12/23/13,12/23/13,12/23/13,14,35.71428571,7.142857143,40.2,0,1,0,0,Friday,BOM
E23QQ6,1,12/24/13,12/26/13,1/7/14,16,62.5,6.25,47.08,0.166666667,1,0,0,Friday,BOM
3FJKDZ,1,12/24/13,12/24/13,12/24/13,17,58.82352941,29.41176471,36.95,0,1,0,1,Friday,MAA
WZ7HLX,0,12/24/13,12/24/13,12/24/13,16,62.5,12.5,40,0,1,0,0,Thursday,BLR
446ZL5,1,12/24/13,12/24/13,12/24/13,14,100,7.142857143,40.02,0,1,1,0,Thursday,DEL
CH7MUY,1,12/24/13,12/24/13,12/24/13,18,0,0,40.02,0,1,1,1,Friday,MAA
MRT8GF,1,12/24/13,12/24/13,1/12/14,19,10.52631579,5.263157895,40.58,0.105263158,1,1,0,Monday,BOM
BDY9W3,1,12/24/13,12/24/13,12/24/13,16,75,31.25,29.02,0,1,0,0,Thursday,BOM
MX9L9U,1,12/22/13,12/24/13,12/24/13,17,17.64705882,5.882352941,40.02,0,1,0,0,Thursday,MAA
YF37PZ,1,12/24/13,12/24/13,12/24/13,19,31.57894737,15.78947368,40.02,0,1,0,1,Thursday,MAA
V2RGNG,1,12/23/13,12/24/13,12/24/13,4,75,25,40,0,1,1,0,Saturday,MAA
F2P7S7,1,12/24/13,12/24/13,12/24/13,18,0,0,41.84,0,1,1,1,Monday,MAA
MFUDK2,1,12/24/13,12/24/13,12/24/13,18,16.66666667,5.555555556,39.95,0,1,0,1,Thursday,MAA
NMUMP5,1,12/24/13,12/24/13,12/24/13,18,11.11111111,0,40.02,0,1,1,1,Friday,MAA
S4A28Z,1,12/23/13,12/25/13,12/25/13,18,22.22222222,16.66666667,40.2,0,1,0,0,Friday,MAA
SNQWDE,1,12/25/13,12/25/13,12/25/13,14,78.57142857,7.142857143,40.07,0,1,0,0,Monday,MAA
YJCKE6,1,12/25/13,12/25/13,1/7/14,21,57.14285714,33.33333333,26.75,0.307692308,1,1,0,Friday,BOM
49NDFA,1,12/25/13,12/26/13,12/26/13,17,17.64705882,0,54.03,0,1,0,0,Friday,MAA
W7LMLF,1,12/25/13,12/25/13,12/25/13,14,35.71428571,28.57142857,40.25,0,1,1,0,Monday,DEL
7QXHR6,1,12/25/13,12/25/13,12/25/13,18,27.77777778,22.22222222,41.65,0,1,0,0,Monday,MAA
VYN9H7,1,12/11/13,12/25/13,1/13/14,20,5,0,27.34,0.157894737,1,1,0,Tuesday,BOM
THZPDG,1,12/25/13,12/25/13,12/25/13,7,100,28.57142857,40.2,0,0,0,0,Friday,BOM
